Unique ID,Post,defamation,fake,hate,non-hostile,offensive
12452,"बीजेपी के ख़िलाफ फतवा जारी | बीजेपी को हराना जरूरी है | मुसलमान बीजेपी के ख़िलाफ वोट दें: दारुल उलूम देवबंद

",0,1,0,0,0
12453,"लॉकडाउन के ऐलान के बाद से ही बंद हैं मुंबई के फेरीवालों की दुकान, BMC की ओर से की जा रही है लॉकडाउन के किराए की मांग
https://t.co/qxAmIVVPna",0,0,0,1,0
12454,@anuragkashyap72 तू शक्ल से ही कमीना लगता है  नोटी,0,0,0,0,1
12455,"#MotorolaOne5G स्मार्टफोन हुआ लॉन्च, मिलेंगे चार रियर कैमरे
@Moto
#technews
https://t.co/FTGfCwKXEY",0,0,0,1,0
12456,अगर अब साधुओ को न्याय नहीं मिला तो सत्य परेशांन भी होगा और पराजित भी हम सबको एक स्वर में आवाज उठानी है और मांग करनी है सरकार से ताकि सत्य की जीत हो #CBIForPalghar,0,0,1,0,0
12457,"बच्चा बीमार होता है, घर में कोई बीमार होता है, खेत में से आपकी आमदनी नहीं निकलती... आज के छत्तीसगढ़ में आप अपने परिवार के व्यक्ति को हस्पताल ले जाते हो, और आपको बताया जाता है पहले आप दस लाख रुपये दो तब आपका इलाज होगा...कहाँ से लाएगा किसान ये पैसा | तो छत्तीसगढ़ की सरकार सरकारी हस्पतालों में, सरकारी कॉलेजेस और युनिवर्सिटी में छत्तीसगढ़ का पैसा आपके लिए डालेगा...डालेगी | और जब कांग्रेस की सरकार यहां होगी तो आप ख़ुशी से हस्पताल में जाओगे...कम से कम पैसा देकर आप इलाज कराओगे  |
जब कांग्रेस की सरकार यहां होगी तो आप ख़ुशी से हस्पताल में जाओगे |


",0,1,0,0,0
12458,जब तक देश में करोना और भाजपा है तब तक आप हाथ धोते रहेंगे कभी साबुन से कभी नौकरी से,0,0,1,0,0
12459,रिया चक्रवर्ती के वकील बोले- अगर प्यार करना गुनाह है तो रिया सज़ा के लिए तैयार हैं https://t.co/949QGFGD2E,0,0,0,1,0
12460,"#ProvidentFund को लेकर अगर आपकी कोई शिकायत है तो तुरंत होगा समाधान 

@socialepfo 

https://t.co/yWmLGxg0uS",0,0,0,1,0
12461,"कोरोना के नाम पर अस्पतालों में लूट, तो कहीं मरीजों से बदसलूकी| Rajneeti With Rajendra Dev
https://t.co/wWn9EP6pPk
#UPNews",0,0,0,1,0
12462," जीते हों किसी ने देश तो क्या हमने तो दिलों को जीता है '🙏

#IndiaChinaTension 

https://t.co/g0rl72xOu7",0,0,0,1,0
12463,"रवीश कुमार ने कहा की ""पंजाब में इतना बड़ा रेलवे हादसा हुआ है, क्या किसी की कोई जिम्मेदारी होगी या फिर वही जांच, वही लीपापोती। हमारे देश में लोगो के जान की कीमत इतनी सस्ती क्यों है।

",0,1,0,0,0
12464,"राजस्थान का अजमेर शरीफ दरगाह आम लोगों के लिए खोला गया। कोरोना वायरस के खतरे के मद्देनजर यह अभी तक बंद था। 
https://t.co/SBFpvzGIih

#CoronavirusOutbreak #Unlock4 https://t.co/e5AAzrIveE",0,0,0,1,0
12465,"@SanjayAzadSln @drharshvardhan @DrJitendraSingh चुप बे टिकट चोर हरामी ! सभासद बनने की औकात नही तेरी, संसद में तूने मार्शल का गला दबाया, गाली देकर धक्का दिया उसे और हरामखोर डेमोक्रेसी पे लेक्चर पेल रहा है दोगला साला। किसानो को शशक्त करने बाला बिल जो किसानों को बिना बिचौलिये के बेचना खरीदना का पावर दिया वो किसान विरोधी कैसे?",0,1,0,0,1
12466,@KanganaTeam मुझे जो जानकारी समझ आ रही है इसने पंजाब हिमाचल बॉर्डर से  पाकिस्तान से आने वाला drugs मुंबई में सप्लाई कर हजारों करोड़ की प्रॉपर्टी बनाई है इसकी जांच होनी चाहिए गंभीर जांच होनी चाहिए मुंबई पुलिस के द्वारा,1,0,0,0,0
12467,"@Shahbaz__11 @AcharyaPramodk 70 सालो मे तो पप्पू सरकार ने भारत को अमेरिका बना कर दिया था ना 
देश कि मा चोद कर दी लुटेरो ने 
और तू साला बकवास करता है 
 इसे अच्छे से पडना झाहिल https://t.co/qFUmHhz0hW",0,1,1,0,1
12468,लखनऊ के कई परीक्षा केंद्रों में #JEE मेंस की परीक्षा रद्द कर दी गई है।,0,1,0,0,0
12469,"एक्टर सुशांत सिंह राजपूत का परिवार रिया चक्रवर्ती के बयान से काफी आहत, जानें किसने क्या कहा

मुकेश सिंह की रिपोर्ट

#SushantSinghRajput 

https://t.co/wcSHgPlXu6",0,0,0,1,0
12470,लखनऊ में वीगन बनने की अपील करता हुआ होर्डिंग संस्था ने किसके डर से हटा लिया? PETA और लखनऊ पुलिस ने यह होर्डिंग हटा लिया है।,0,1,0,0,0
12471,"जौनपुर में अजीब घटना, हैंडपंप से पानी के साथ निकल रहे सांप के बच्चे

#UttarPradesh

https://t.co/9xH3jYMRWx",0,0,0,1,0
12472,"जब सरकार हिटलर शाही हो जाए और शैक्षिणिक संस्थानों को जालिया वाला बाग बना दे, धर्मों की आज़ादी छीन ले, बोलने की आज़ादी छीन ले ,मांगों की आज़ादी छीन ले,सरकार के खिलाफ आवाज़ उठाने की आज़ादी छीन ले, मीडिया की आज़ादी छीन ले ,तब दल्ले पत्रकार आज़ादी मांगी नही छीन कर ही ली जाती है ।",1,0,0,0,1
12473,"नरेंद्र मोदी को हटाने के लिए शिवलिंग को चप्पल मारनी पड़े तो मारेंगे"" क्वोट हो रहा है वायरल राहुल गाँधी और शशि थरूर के नाम से

",0,1,0,0,0
12474,"सुशील मोदी ने बिहार महागठबंधन को दिया नया नाम 'PCF', जानें क्या है PCF का मतलब

रिपोर्टः- @KumarPrakash4u 

#SushilModi #Bihar #Mahagathbandhan

https://t.co/X8hWNII5jV",0,0,0,1,0
12475,"कर्नाटक में आज कोरोना के 9058 नए मामले रिपोर्ट हुए हैं और 135 की मौत हुई है। राज्य में कुल के 351481 हुए, अब तक 5837 की मौत।
https://t.co/jvmxejGEoq

#coronavirus https://t.co/3YHkxdPywo",0,0,0,1,0
12476,"राखी सावंत न फिल्मों में आती है न कोई एपिसोड बनाती है,
आखिर माजरा क्या है यह खर्चा 🤔 कहां से चलाती है.😲😅",1,0,0,0,0
12477,"#IndiaFightsCorona:

एक ज़िम्मेदार नागरिक बनें और सार्वजनिक स्थानों पर ना थूकें। थूकना वर्जित, स्वास्थ्य अर्जित। बदलकर अपना व्यवहार, करें कोरोना पर वार।

#TogetherAgainstCovid19 #StaySafe https://t.co/srE684K9By",0,0,0,1,0
12478,"कुछ चमचों को बार- बार कहते सुना कि ये तो सूट बूट वाली सरकार हैं , 

तो पहले वो बताएँ कि पहले की सारी सरकारें क्या लंगोट पहन कर सरकार चलाती थी ?😆😆",0,0,1,0,0
12479,"रोहिंज्ञाओं का देश पर एहसान

अब किसी रोहिंज्ञाओं को कुछ मत कहियेगा
ये बेचारे अपने देश से निकाले गए हैं ।

नोट:- खबरदार कोई इन बांग्लादेशी व रोहिंग्या से दिखने वालों का मज्जब मत पूछना... बस चुप चाप देखिए, कैसे काटते थे ATM मशीन को

#राजीवधवन इन्हें जेल से छुड़वा लेंगे ",0,0,0,0,1
12480,@Khushbo38277812 कृपया सम्बंधित थाना व जनपद बताएं,0,0,0,1,0
12481,लॉकडाउन खत्म होने के बाद रेलवे इसे लागू करेगा,0,1,0,0,0
12482,"मुझे इश्क सीखा कर के मुख मोड़ तो ना लोगे
रखो हाथ मेरे दिल पे कहो कभी छोड़ तो ना दोगे।
#राधे_राधे 
#कान्हा
#जय_श्री_कृष्ण ❣🌹♥🚩",1,0,0,0,0
12483,"कुत्तों की आंखे भी 12 दिन में खुल जाती है
ये अजीब नस्ल है संघियों की साढ़े छह साल में भी आंखें नही खुली

😆😆😆",0,0,1,0,1
12484,"जब दिव्यांग बच्चों के साथ खेलते दिखे सुशांत, बहन श्वेता ने शेयर किए वीडियो
https://t.co/mcLRG1YGL1",0,0,0,1,0
12485,"महागठबंधन से नाता तोड़कर अलग हो चुके हैं मांझी
#BiharElections2020 

https://t.co/CZNE4VyelC",0,0,0,1,0
12486,पूर्व राष्ट्रपति स्वर्गीय श्री प्रणब मुखर्जी जी को भावपूर्ण पुष्पांजलि अर्पित की। https://t.co/SvJgmAz4rE,0,0,0,1,0
12487,"#संसद का वर्षाकालीन सत्र 14 सितंबर को शुरू होगा और पहली अक्‍तूबर को संपन्‍न होगा। राज्‍य सभा भी इसी दिन, लेकिन अलग वक्‍त बैठक करेगी। #कोविड19 महामारी की रोकथाम के दिशानिर्देशों को ध्‍यान में रखते हुए दोनों सदनों को अलग-अलग समय पर बैठकें शुरू करने को कहा गया है। https://t.co/3315BvrRjf",0,0,0,1,0
12488,"संबित पात्रा, राहुल गांधी का स्कैच बनाते दिख रहे हैं।",0,1,0,0,0
12489,साधुओं की मिर्मम हत्या हुई और @MumbaiPolice खड़े खड़े ताली बजा रही थी?कहाँ थी उस वक़्तSecurtyजोआजकल  खूनियों को मिलतीहै?आप चाहेतो @KanganaTeam का नाम मुम्बई के सड़को पे छाप देंगें और उसे खुलेआम धमकी देनेकी अश्लीलता भी पार करदी?,0,0,1,0,0
12490,शेयर करे और देखे केजरीवाल उर्फ केजरुद्दीन जो दिल्ली को किस तरह स्व पाकिस्तान बनाना चाह रहे है सब आपके सामने है उनके विधायको की पहली लिस्ट जागो हिन्दू जागो,1,0,1,0,0
12491,"मोर से खेलने को कालेजा होना जरूरी है
भूल जाओ जातियों का मायाजाल
विश्वविजेता होने के लिए #भगवा जरूरी है",1,0,0,0,0
12492,"NDA अभी वर्षों तक रहेगी सत्ता में, कांग्रेस छोड़ बीजेपी ज्वाइन कर लें गुलाम नबी आजाद और कपिल सिब्बल: रामदास अठावले

#CongressVsBJP
https://t.co/8Z2U94si7F",0,0,0,1,0
12493,"विश्व स्तरीय स्विमिंग पूल ,एक और वादा पूरा ? कृपया करके केजरीवाल जी का नाम ना लें
ये है हमारा महान देश हिंदुस्तान। 
India's capital का ये हाल है मित्रों
फिर भी मोदी है तो मुमकिन है, वैसे अरविंद केजरीवाल हमेशा काम गिनवाते रहते थे आजकल कहाँ है
@ravishndtv",0,1,0,0,0
12494,"भारत के पूर्व राष्ट्रपति प्रणब मुखर्जी का 84 साल की उम्र में हुआ निधन.

आवाज़ः नवीन नेगी https://t.co/xJlKHnoveF",0,0,0,1,0
12495,उत्‍तर प्रदेश में दुकानें सुबह नौ से रात नौ बजे तक खुलेगी https://t.co/ux0JUpsdvA,0,0,0,1,0
12496,"केरल में राष्ट्रीय स्वयंसेवक संघ की समर्थक महिला को मुस्लिम युवकों ने मारी गोली |

",0,1,0,0,0
12497,"केजरीवाल सरकार की प्लाज़्मा थैरेपी बचा रही है कोरोना मरीजों की जान।

दिल्ली में प्लाज़्मा डोनेट करने के लिए कॉल करें 1031 पर।
#DonatePlasmaSaveLives https://t.co/vBVALExcYX",0,0,0,1,0
12498,"#BREAKING | ड्रग्स केस: रिया चक्रवर्ती से पूछताछ के बाद NCB ने की प्रेस कॉन्फ्रेंस

देखिए रिपब्लिक भारत पर #LIVE : https://t.co/G945HvzM0Z

YouTube live TV:
https://t.co/P8bk9R5TiX https://t.co/ZU2kaErIjj",0,0,0,1,0
12499,"टैक्स चोरी के आरोप में गिरफ्तार हुए #IIPM के निदेशक अरिंदम चौधरी, पढ़िए क्या है पूरा मामला 
#ArindamChoudhary 
 https://t.co/hHK465ydXb",0,0,0,1,0
12500,"RT @_Pb_swain_: इतना गुंडा गर्दी करने के बाद ठाकरे कहता है 
🤔
हमारी खामोशी को हमारी कमजोरी ना समझे । इसे आप क्या कहेंगे?😲",0,0,1,0,0
12501,"कान खोलकर सुन लो सोनिया सेना के सिपाहियो

अब तुम्हारा विनाश नहीं सर्वनाश होगा और ये सर्वनाश रिपब्लिक भारत करेगा
- अर्नब गोस्वामी 💪🤣",0,0,0,0,1
12502,बॉयकॉट चाइना लिखे हुए प्रोडक्ट्स का उत्पादन खुद चीन में ही किया जा रहा है।,0,1,0,0,0
12503,@tiwarideepak07 @narendramodi क्यों ना बच्चे को सिखाई जाए इस गद्दार प्रधानमंत्री की वजह से इस बच्चे की जिंदगी बर्बाद हो गई इसकी पढ़ाई बर्बाद हो गई बचपना बर्बाद इसी देशद्रोही की वजह से हुई जब इसके पढ़ने और कुछ बनने की टाइम थी तो इसके बाप को सेना से निकालकर पेंशन नहीं दी दर दर की ठोकर खा रहा है,1,0,0,0,0
12504,"हुंडई मोटर की बिक्री 20 फीसदी बढ़ी, लेकिन टोयोटा की 48.08 फीसदी घटी
https://t.co/BmuoPKC2NJ via @NavbharatTimes",0,0,0,1,0
12505,कलौंजी के बीच शहद के साथ खाने पर कोरोनावायरस से बचा जा सकता है क्योंकि कलौंजी में 100 प्रतिशत हाइड्रोक्सीक्लोरोक्वीन होता है,0,1,0,0,0
12506,सुशांत केस में सीबीआई जांच का 12वां दिन: रिया के मां-पिता से पहली बार सीबीआई पूछताछ कर रही; जरूरत पड़ने पर रिया को लगातार 5वें दिन बुलाया जा सकता है https://t.co/TSNSBuuf0b  #SushantSinghRajput #RheaChakraborty #CBI @Tweet2Rhea,0,0,0,1,0
12507,"साहेब ने PUBG बैन कर दिया 
उनको कोई तो समझाओ 
सबके पास खेलने के लिये मोर नहीं होता,
#pubgban",0,0,0,0,1
12508,@ALIMUDDINREZA @Mayawati @narendramodi @srivatsayb @AmarBah69016253 @abdulalim91 @AmbedkarCaravan @ProfVilas @DevprakashIRS @Shilend79934803 @Ashokyadav151 आप पुलिस की बात करते हैं यह सारे कॉल बिहार से हो रही है और यह बिहार पुलिस और उत्तर प्रदेश पुलिस की मिलीभगत से ही हो रही है एक तरफ से पुलिस से डर दिखाओ दूसरी तरफ फोन पर धमकी दो तीसरी गाली गलौज अश्लील बात करो यह पूरी प्लान की तहत हो रही है,1,0,0,0,0
12509,"सोशल मीडिया पर चल रहा है कि वायरस को मास्क नहीं रोक पाता है, इस पर क्या कहेंगे?

@PrakashJavdekar @MIB_India @PIB_India @shashidigital https://t.co/nf7m3MaebJ",0,0,0,1,0
12510,@New_India9 @Ashok_424 कुतिया अब तू किसकी चापलूसी करते फिर रही है।,0,0,0,0,1
12511,"@AMISHDEVGAN तो आज भी नहीं करनी चाहिए ?? बाजपेयी जी ने नहीं की तो वो गलत थे ,मोदी ने अपने ५ साले के शाशन में नहीं किये  गलत थे ,क्या?????गिरी में अपनी क़ाबलियत बेच रहे हों।",0,0,0,0,1
12512,सऊदी शाही परिवार के दो सदस्य और बड़े अधिकारी बर्ख़ास्त https://t.co/S3Hq648IEM,0,0,0,1,0
12513,"#GreaterNoida 2 अंतर्राज्यीय गांजा तस्कर गिरफ्तार, @uppstf ने MP से किया गिरफ्तार, एमपी पुलिस टीम के साथ मिलकर पकड़ा, 1727 किलो अवैध गांजा किया बरामद, बरामद गांजा की कीमत लगभग 8 करोड़। @noidapolice @DGP_MP @Uppolice @MPDial100 #policemedianews",0,0,0,1,0
12514,"इतिहास गवाह है जब हद से ज्यादा अन्याय और अत्याचार बढ़ जादा है तोह उसी कुत्ते की मौत मार दिया गया और उससे उखाड़ फेक दिया गया।
ओसामा बिन लदें,सद्दम हुस्सैन,चितलर,गद्दाफी, औरंग़ज़ेब, कॉंग्रेस्स,महरष्ट्र गवर्नमेंट।",0,0,1,0,1
12515,"प्रभु श्रीराम की जन्मस्थली पर मंदिर निर्माण, श्री गोरक्षपीठ के अभीष्ट लक्ष्यों में प्रथम था।

अब यह पुण्यकार्य प्रारंभ हो गया है।

ब्रह्मलीन महंत दिग्विजयनाथ जी महाराज की 51वीं एवं ब्रह्मलीन महंत अवेद्यनाथ जी महाराज की 6वीं पुण्यतिथि के अवसर पर यह उनको सर्वश्रेष्ठ श्रद्धांजलि है। https://t.co/n4qBL4xKmk",0,0,0,1,0
12516,"मोदी जी योग करें, मोर को दाना दें , बतक का फ़ोटो लें, पूजा करें, माँ से मिलें ? किसके लिए करते हैं? अपने लिए करते तो ये बातें मीडिया में न आती।कुछ समझे, सब दिखाने के लिए है।
@INCIndia",0,0,0,1,0
12517,"‘मोदी के शासन के दौरान गंगा’

गंगा नदी नरेन्द्र मोदी के शाशन में कांग्रेस के मुकाबले काफ़ी स्वच्छ है

",0,1,0,0,0
12518,@vikassharma7126 @surendr06115596 @amitkumarbajwa @SanjayAzadSln किसी में दम है राजा भैया को कोई एनकाउंटर कर दें या किसी भी राजपूत क्रिमिनल पर नकेल कस दें,0,0,0,0,1
12519,"IPL छोड़ आए सुरेश रैना ने तोड़ी चुप्पी, बताई अपनी पीड़ा https://t.co/IMipRmDuLD",0,0,0,1,0
12520,"जानिए कहां पैसा लगा रहे हैं देश के अमीर लोग, कमा रहे हैं मोटा मुनाफा!
https://t.co/iaXh7xR1dI via @NavbharatTimes 
#Investment #Retrun #BusinessModel https://t.co/qA5YkXhWPX",0,0,0,1,0
12521,"कोरोना देश में: ठीक हुए मरीजों की संख्या 32.50 लाख के पार, पिछले 24 घंटे में 69564 लोगों को छुट्टी मिली; देश में अब तक 42.08 लाख केस https://t.co/nBhkpt4EKC #CoronaUpdatesOnBhaskar #COVID19 @MoHFW_INDIA @drharshvardhan @PMOIndia @WHO",0,0,0,1,0
12522,"कोरोना काल में बढ़ी महंगे मकानों की बिक्री, जानिए क्या है वजह
https://t.co/XW44ZooEpd via @NavbharatTimes",0,0,0,1,0
12523,@ChowdhriK @ravibhd नाम ही संजय हैं हर संजय कमीना होता हैं।,0,0,0,0,1
12524,"बहुजन समाज के महापुरूषो के विचारधारा में इतनी ताकत है की हमे किसी राजनितीक पार्टी की चमचेगीरी करने की जरुरत ही नही है !
#17सितम्बर_पेरियार_जयंती_मनायेंगे",0,0,1,0,0
12525,"चयनित शिक्षकों की भी सुनो सरकार: आप
.@ChouhanShivraj .@Indersinghsjp 
.@AapKaGopalRai .@AamAadmiParty 
.@AAPMPOfficial .@Anand081013 https://t.co/SzgVyumChq",0,0,0,1,0
12526,"सस्ते में खरीदारी का मौका: होम अप्लायंसेज, कंज्यूमर इलेक्ट्रॉनिक्स, टीवी, फर्नीचर समेत कई कैटेगरी के प्रॉडक्ट्स पर 60% तक भारी छूट,आज से सेल शुरू https://t.co/yZvIK10J0W #Sale #Offer #WowSalaryDays",0,0,0,1,0
12527,"सुना है, मध्यप्रदेश में रविवार को संपूर्ण #LockDown रहता है। https://t.co/ckXUzewUOt",0,0,0,1,0
12528,"World Cup 2019: टीम इंडिया की हार पर खुश हुए वकास यूनिस ने किया ऐसा ट्वीट
https://t.co/WnvYd4Ztos",0,0,0,1,0
12529,"पुलवामा के 42 शहीदों के परिवार पूँछ रहे हैं गोदी मीडिया &amp; सरकार से कि एक अभिनेता के लिए  इतनी आवाज़ उठ रही है ,उनके लिए क्यों नही ? 
@INCIndia",0,0,0,1,0
12530,"सड़क नेटवर्क कनेक्टिविटी परियोजनाओं के कारण करीब दो साल में गढ़चिरौली का पूरा चेहरा बदल जाएगा: केंद्रीय मंत्री, @nitin_gadkari

केंद्रीय मंत्री ने 777 करोड़ रुपये लागत की सड़क परियोजनाओं का उद्घाटन और शिलान्यास किया

विवरण : https://t.co/PR1f1k77Od https://t.co/YZxNBWvgea",0,0,0,1,0
12531,"चीन के 'शांति पाठ' का संपूर्ण विश्लेषण

देखिए #DNA LIVE  @sudhirchaudhary के साथ https://t.co/yvAKmhJtmW",0,0,0,1,0
12532,"अक्षय कुमार की घोषणा फिल्म मिशन मंगल की कमाई चंद्रयान 3 को दान करेंगें। दिल जीत लिया खिलाड़ी ने …और कुछ ऐसी हिन्दू लड़कियां है जिन्हें सलमान. अमीर, शारुख, फाइसु पसन्द है … तुम लोग समझती क्यो नही हो ये गद्दार है… ये पाकिस्तान में दान देते हैं …पोस्ट अच्छी लगे तो रिट्वीट कीजिए।

",0,1,0,0,0
12533,"गीता को कचरे के डब्बे में फेंक देना चाहिए |

 गौरतलब है की भागवद गीता हिन्दुओं का एक महत्वपूर्ण धर्मग्रन्थ है |

",0,1,0,0,0
12534,नगालैंड में महीने भर चलेगा राष्ट्रीय पोषण अभियान https://t.co/so8TwlWZGn,0,0,0,1,0
12535,"मा०-मुख्यमंत्री @myogiadityanath जी आपके इतने प्रयास के बाद भी हमारा प्रदेश गुणवत्ता पूर्ण शिक्षा के मामले मे सबसे पीछे है।
मा०- मुख्यमंत्री जी #69kशिक्षकभर्ती60_65प्रतिशत पर न्यायालय के अंतरिम आदेश पर अतिशीघ्र पूर्ण करवाइए।
 हम सब मिलकर शिक्षा की गुणवत्ता में सुधार करेंगे। https://t.co/y4b9wgF9OT",0,0,0,1,0
12536,"#AkshayKumar की फिल्म #LaxmiBomb को लेकर खबर आ रही है कि ये अब ओटीटी प्लैटफॉर्म पर रिलीज नहीं की जाएगी। 

https://t.co/djE70FVyvQ",0,0,0,1,0
12537,"फिटनेस गुरु किरण देंबला की कहानी: कभी गहने बेचकर की थी जिम की शुरुआत, आज तमन्ना भाटिया और अनुष्का शेट्‌टी की फिटनेस ट्रेनर के तौर पर रखती हैं अपनी खास पहचान
https://t.co/V3mhvPsIyH #KiranDembla #FitnessGuru @kirandembla10 https://t.co/MPNE069JBE",0,0,0,1,0
12538,"जितने बु रों का अचार डाले बैठे हो, मुझे ही दे देते। कुछ तो मजा आता।
साला अच्छी खासी बु रों का मुरब्बा बना के रख दिया।",0,0,0,0,1
12539,शाहीन बाग की काले टेन्ट वाली शेरनियाँ😂  खैरात में मिले ₹500 लेने के लिए 🤗 क्योंकि रेट फिक्स है न ज्यादा न कम,0,0,0,0,1
12540,"सुप्रीम कोर्ट में अवमानना के दोषी माल्या की पुनर्विचार याचिका खारिज, बच्चों के खाते में करोड़ रुपये किए थे ट्रांसफर
#SupremeCourt #VijayMallya 
https://t.co/qgYJdFR3AV",0,0,0,1,0
12541,"@Tiger_Rajpande: ये है जिहादियों का असली चेहरा
तुम कुछ भी कर लो इनका सिर्फ
एक ही मकसद है गजवाएहिन्द
RSS और VHP को आतंकवादी बोल रहा है…",0,0,1,0,0
12542,साले जब पाकिस्तान जिंदाबाद के नारे अपने घर में लगाते हो तो तुमको मुंबई पुलिस याद नहीं आती,0,0,0,0,1
12543,"साला गजब की दोगलई चल रही है देश में 

मोदीजी ने थोड़ा सा मोर को दाना क्या खिला दिया देश में गरीबी आ गई बहुत से लोग दाने दाने को तरस रहे हैं

जब सैफई में १-१करोड़ की बार बालाएं बुलाकर नचआया करते थे तब गरीबी नहीं दिखी थी

सही सही बताना तुम दोगले अभी हो गए हो या जन्मजात दोगले हीहो!",0,0,1,0,0
12544,"जेएनयू की छात्राओं द्वारा कैंपस विरोध में इस्तेमाल की जाने वाली सबसे अश्लील भाषा। और, हम जेएनयू में उनकी पढ़ाई को सब्सिडी देने के लिए टैक्स का भुगतान करते हैं। जेएनयू नामक यह संस्थान जल्द से जल्द बंद होने का हकदार है ।

",0,1,0,0,0
12545,"अब विदेशी छात्रों को देश की अलग अलग यूनिवर्सिटी में दाखिले के लिए अलग अलग फॉर्म भरने की जरूरत नही पड़ेगी.

https://t.co/XvmUvWXdYv",0,0,0,1,0
12546,@SanjayAzadSln तेरी किस्मत अच्छी थी कही हमारे जैसा मार्शल होता  वाहा तो तुझे कुत्ते की तरह लिटा लिटा के मारते संसद में ही साले कई रात तक सो न सके था सुजा देते तेरी पिछवाडी अपनी औकात में रहा है संसद में  गुंडागर्दी करता है किसी दिन सड़क पर पिटेगा तबियत से ..जय हिन्द,0,0,1,0,0
12547,"उत्तराखंड: हाथों में रिवॉल्वर लेकर नाचने वाले MLA कुंवर प्रणव को BJP ने स्थायी तौर पर निलंबित किया
#KunwarPranavSinghChampion 
https://t.co/pjEyXupz82 https://t.co/56VT9e1ss1",0,0,0,1,0
12548,"आप सांड सांड करते रहिए उधर,वो बेमानी कर के चुनाव जीत जाएंगे।*BJP विधायक अनिल* *उपाध्याय की इस हरकत पर क्या कहेगे MODI जी,*
 *इस video को इतना वायरल करो की ये पूरा हिन्दुस्तान देख सके..*",1,0,1,0,1
12549,"दिल्ली के अशोक नगर में मस्जिद को तोड़ा गया और जलाया गया

",0,1,0,0,0
12550,आज हज़रत इमाम हुसैन साहब की बहादुरी और बलिदान को याद करते हुए हम सच्चाई और इंसाफ़ की राह पर चलने का संकल्प लेते हैं।,0,0,0,1,0
12551,"तेलंगाना के मंत्री बोले, रोजाना ताड़ी पीने से कैंसर भी ठीक हो सकता है
#Telangana #Cancer #VSrinivas 
https://t.co/Da1sFXAsP7",0,0,0,1,0
12552,हरिद्वार के मनसा देवी झूले में आग लग जाने से लोग जिन्दा जले….बहुत दर्दनाक एक्सीडेंट।,0,1,0,0,0
12553,"बारिश और बाढ़ की स्थिति की संक्षिप्त जानकारी 

विवरण : https://t.co/MCHMC5ObGb

@IMDWeather",0,0,0,1,0
12554,दो ईसाई पुरुषों को गोवा में एक हिंदू समूह ने पीट-पीटकर मार डाला था,0,1,0,0,0
12555,@AzadSenaChief @etawahpolice -कृपया सूचनार्थ एवं आवश्यक कार्यवाही हेतु। @112UttarPradesh,0,0,0,1,0
12556,"आज #China के राष्ट्रपति भारत में दो दिवसीय के दौरे पर आ रहे हैं. पीएम मोदी से शी जिंगपिंग की मुलाकात तमिलनाडु के #Mahabalipuram में होगी.

@PMOIndia
 #XiJinping #TamilNadu #ZeeHindustan https://t.co/TpEJNqvamv",0,0,0,1,0
12557,"चीन से टक्कर लेगी भारत, अमरीका, जापान और ऑस्ट्रेलिया की चौकड़ी? https://t.co/8fz6wF1lM6",0,0,0,1,0
12558,"#Ayodhya प्रेमी प्रेमिका ने थाने में रचाई शादी, पुलिस वाले बने शादी के गवाह, परिवार वाले नहीं थे शादी को राजी, थाने में शादी के बाद परिवार वाले माने, कुमारगंज थाना परिसर का मामला। @ayodhya_police @igrangeayodhya @Uppolice #CbiInvestigationForHssc #policemedianews",0,0,0,1,0
12559,सरकार कर्मचारियों की पेंशन घटाने वाली है और 80 साल उम्र पूरी कर चुके भूतपूर्व कर्मचारियों की पेंशन बंद करने जा रही,0,1,0,0,0
12560,"शुरुआती 13 सदस्यों के अलावा @ChennaiIPL के दल के सभी सदस्य कोविड-19 निगेटिव: फ्रैंचाइजी सीईओ

https://t.co/KryiU7GQuq 

#ChennaiSuperKings #COVID19 #IPL2020 #IPLinUAE https://t.co/5fsjMaFQ8l",0,0,0,1,0
12561,"#USElection2020: बिडेन का ट्रंप पर हमला जारी, हिंसक प्रदर्शनों के लिए ठहराया कसूरवार
#DonaldJTrump #JoeBiden 
https://t.co/q9bgPMEwXD",0,0,0,1,0
12562,"ये @SanjayAzadSln जैसे जंगली जानवरों को संसद से तुरंत बाहर फेंकना चाहिए! संजय जैसे आवारा गुंडे तत्व के लोग सभ्य समाज का हिस्सा नही हो सकते,अभी इसने मार्शल के साथ मारपीट की,कल को सभापति के साथ करेगा, फिर किसी महिला सांसद के साथ छेड़छाड़ भी कर सकता है ये कमीना।
#संजय_सिंह_गुंडा_है",1,0,0,0,1
12563,"लड़कियों के बीच जमकर पॉपुलर हुआ था साधना कट

#Bollywood #SadhanaShivdasani

https://t.co/Fz5vagGmpm",0,0,0,1,0
12564,मैं अपनी शॉप पर पोस्टर लगाने जा रही हूं अच्छे दिन आ गए2015में27लाख बैलेंस थी अब जीरो हो गई ऊपर से6लाख माइनस में चली गई देश की जीडीपी 24%माइनस मेरी जीडीपी 33लाख माइनस में 2014 में पति की नौकरी भी थी वह भी चली गई जीने के लिए शॉप लॉकडाउन में 10लाख के नुकसान अब तो माफ करो इस्तीफा दो,1,0,0,0,0
